INPUT:image_left	INPUT:image_right	GOLDEN:result	HINT:text
highlightdisk/screenshot_emails/tf_idf_wiki/letter17.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter17.png		
highlightdisk/screenshot_emails/tf_idf_embeddings/letter18.png	highlightdisk/screenshot_emails/tf_idf_wiki/letter18.png		
highlightdisk/screenshot_emails/tf_idf_wiki/letter18.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter18.png		
highlightdisk/screenshot_emails/tf_idf_embeddings/letter19.png	highlightdisk/screenshot_emails/tf_idf_wiki/letter19.png		
highlightdisk/screenshot_emails/tf_idf_wiki/letter19.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter19.png		
highlightdisk/screenshot_emails/tf_idf_embeddings/letter2.png	highlightdisk/screenshot_emails/tf_idf_wiki/letter2.png		
highlightdisk/screenshot_emails/tf_idf_wiki/letter2.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter2.png		
highlightdisk/screenshot_emails/tf_idf_embeddings/letter20.png	highlightdisk/screenshot_emails/tf_idf_wiki/letter20.png		
highlightdisk/screenshot_emails/tf_idf_wiki/letter20.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter20.png		
highlightdisk/screenshot_emails/tf_idf_embeddings/letter3.png	highlightdisk/screenshot_emails/tf_idf_wiki/letter3.png		
highlightdisk/screenshot_emails/tf_idf_wiki/letter3.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter3.png		
highlightdisk/screenshot_emails/tf_idf_embeddings/letter4.png	highlightdisk/screenshot_emails/tf_idf_wiki/letter4.png		
highlightdisk/screenshot_emails/tf_idf_wiki/letter4.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter4.png		
highlightdisk/screenshot_emails/tf_idf_embeddings/letter5.png	highlightdisk/screenshot_emails/tf_idf_wiki/letter5.png		
highlightdisk/screenshot_emails/tf_idf_wiki/letter5.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter5.png		
highlightdisk/screenshot_emails/tf_idf_embeddings/letter6.png	highlightdisk/screenshot_emails/tf_idf_wiki/letter6.png		
highlightdisk/screenshot_emails/tf_idf_wiki/letter6.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter6.png		
highlightdisk/screenshot_emails/tf_idf_embeddings/letter7.png	highlightdisk/screenshot_emails/tf_idf_wiki/letter7.png		
highlightdisk/screenshot_emails/tf_idf_wiki/letter7.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter7.png		
highlightdisk/screenshot_emails/tf_idf_embeddings/letter8.png	highlightdisk/screenshot_emails/tf_idf_wiki/letter8.png		
highlightdisk/screenshot_emails/tf_idf_wiki/letter8.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter8.png		
highlightdisk/screenshot_emails/tf_idf_embeddings/letter9.png	highlightdisk/screenshot_emails/tf_idf_wiki/letter9.png		
highlightdisk/screenshot_emails/tf_idf_wiki/letter9.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter9.png		
highlightdisk/screenshot_emails/tf_idf_custom/letter16.png	highlightdisk/screenshot_emails/random/letter16.png	left	
highlightdisk/screenshot_emails/random/letter7.png	highlightdisk/screenshot_emails/embeddings/letter7.png	right	
highlightdisk/screenshot_emails/tf_idf_custom/letter20.png	highlightdisk/screenshot_emails/random/letter20.png	left	
highlightdisk/screenshot_emails/random/letter17.png	highlightdisk/screenshot_emails/tf_idf_custom/letter17.png	right	
highlightdisk/screenshot_emails/random/letter5.png	highlightdisk/screenshot_emails/embeddings/letter5.png	right	
highlightdisk/screenshot_emails/random/letter19.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter19.png	right	
highlightdisk/screenshot_emails/random/letter11.png	highlightdisk/screenshot_emails/tf_idf_custom/letter11.png	right	
highlightdisk/screenshot_emails/tf_idf_embeddings/letter18.png	highlightdisk/screenshot_emails/random/letter18.png	left	
highlightdisk/screenshot_emails/embeddings/letter13.png	highlightdisk/screenshot_emails/random/letter13.png	left	
highlightdisk/screenshot_emails/embeddings/letter18.png	highlightdisk/screenshot_emails/random/letter18.png	left	
