INPUT:image_left	INPUT:image_right	GOLDEN:result	HINT:text
highlightdisk/screenshot_emails/tf_idf_custom/letter2.png	highlightdisk/screenshot_emails/random_good/letter2.png		
highlightdisk/screenshot_emails/random_good/letter20.png	highlightdisk/screenshot_emails/tf_idf_custom/letter20.png		
highlightdisk/screenshot_emails/tf_idf_custom/letter20.png	highlightdisk/screenshot_emails/random_good/letter20.png		
highlightdisk/screenshot_emails/random_good/letter3.png	highlightdisk/screenshot_emails/tf_idf_custom/letter3.png		
highlightdisk/screenshot_emails/tf_idf_custom/letter3.png	highlightdisk/screenshot_emails/random_good/letter3.png		
highlightdisk/screenshot_emails/random_good/letter4.png	highlightdisk/screenshot_emails/tf_idf_custom/letter4.png		
highlightdisk/screenshot_emails/tf_idf_custom/letter4.png	highlightdisk/screenshot_emails/random_good/letter4.png		
highlightdisk/screenshot_emails/random_good/letter5.png	highlightdisk/screenshot_emails/tf_idf_custom/letter5.png		
highlightdisk/screenshot_emails/tf_idf_custom/letter5.png	highlightdisk/screenshot_emails/random_good/letter5.png		
highlightdisk/screenshot_emails/random_good/letter6.png	highlightdisk/screenshot_emails/tf_idf_custom/letter6.png		
highlightdisk/screenshot_emails/tf_idf_custom/letter6.png	highlightdisk/screenshot_emails/random_good/letter6.png		
highlightdisk/screenshot_emails/random_good/letter7.png	highlightdisk/screenshot_emails/tf_idf_custom/letter7.png		
highlightdisk/screenshot_emails/tf_idf_custom/letter7.png	highlightdisk/screenshot_emails/random_good/letter7.png		
highlightdisk/screenshot_emails/random_good/letter8.png	highlightdisk/screenshot_emails/tf_idf_custom/letter8.png		
highlightdisk/screenshot_emails/tf_idf_custom/letter8.png	highlightdisk/screenshot_emails/random_good/letter8.png		
highlightdisk/screenshot_emails/random_good/letter9.png	highlightdisk/screenshot_emails/tf_idf_custom/letter9.png		
highlightdisk/screenshot_emails/tf_idf_custom/letter9.png	highlightdisk/screenshot_emails/random_good/letter9.png		
highlightdisk/screenshot_emails/random/letter13.png	highlightdisk/screenshot_emails/tf_idf_custom/letter13.png	right	
highlightdisk/screenshot_emails/random/letter14.png	highlightdisk/screenshot_emails/gensim_keywords/letter14.png	right	
highlightdisk/screenshot_emails/gensim_sentences/letter12.png	highlightdisk/screenshot_emails/random/letter12.png	left	
highlightdisk/screenshot_emails/random/letter9.png	highlightdisk/screenshot_emails/gensim_sentences/letter9.png	right	
highlightdisk/screenshot_emails/random/letter16.png	highlightdisk/screenshot_emails/tf_idf_custom/letter16.png	right	
highlightdisk/screenshot_emails/random/letter1.png	highlightdisk/screenshot_emails/gensim_sentences/letter1.png	right	
highlightdisk/screenshot_emails/gensim_sentences/letter10.png	highlightdisk/screenshot_emails/random/letter10.png	left	
highlightdisk/screenshot_emails/random/letter3.png	highlightdisk/screenshot_emails/gensim_keywords/letter3.png	right	
highlightdisk/screenshot_emails/random/letter6.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter6.png	right	
highlightdisk/screenshot_emails/random/letter4.png	highlightdisk/screenshot_emails/gensim_sentences/letter4.png	right	
