INPUT:image_left	INPUT:image_right	GOLDEN:result	HINT:text
highlightdisk/screenshot_emails/tf_idf_custom/letter7.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter7.png		
highlightdisk/screenshot_emails/tf_idf_embeddings/letter7.png	highlightdisk/screenshot_emails/tf_idf_custom/letter7.png		
highlightdisk/screenshot_emails/tf_idf_custom/letter8.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter8.png		
highlightdisk/screenshot_emails/tf_idf_embeddings/letter8.png	highlightdisk/screenshot_emails/tf_idf_custom/letter8.png		
highlightdisk/screenshot_emails/tf_idf_custom/letter9.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter9.png		
highlightdisk/screenshot_emails/tf_idf_embeddings/letter9.png	highlightdisk/screenshot_emails/tf_idf_custom/letter9.png		
highlightdisk/screenshot_emails/embeddings/letter20.png	highlightdisk/screenshot_emails/random/letter20.png	left	
highlightdisk/screenshot_emails/random/letter3.png	highlightdisk/screenshot_emails/tf_idf_custom/letter3.png	right	
highlightdisk/screenshot_emails/embeddings/letter3.png	highlightdisk/screenshot_emails/random/letter3.png	left	
highlightdisk/screenshot_emails/random/letter17.png	highlightdisk/screenshot_emails/embeddings/letter17.png	right	
highlightdisk/screenshot_emails/tf_idf_embeddings/letter10.png	highlightdisk/screenshot_emails/random/letter10.png	left	
highlightdisk/screenshot_emails/tf_idf_custom/letter1.png	highlightdisk/screenshot_emails/random/letter1.png	left	
highlightdisk/screenshot_emails/random/letter7.png	highlightdisk/screenshot_emails/embeddings/letter7.png	right	
highlightdisk/screenshot_emails/random/letter9.png	highlightdisk/screenshot_emails/tf_idf_custom/letter9.png	right	
highlightdisk/screenshot_emails/random/letter17.png	highlightdisk/screenshot_emails/tf_idf_embeddings/letter17.png	right	
highlightdisk/screenshot_emails/random/letter13.png	highlightdisk/screenshot_emails/embeddings/letter13.png	right	
