INPUT:image_left	INPUT:image_right	GOLDEN:result	HINT:text
highlightdisk/screenshot_emails/tf_idf_pos_share_04/letter7.png	highlightdisk/screenshot_emails/tf_idf_pos/letter7.png		
highlightdisk/screenshot_emails/tf_idf_pos/letter7.png	highlightdisk/screenshot_emails/tf_idf_pos_share_04/letter7.png		
highlightdisk/screenshot_emails/tf_idf_pos_share_04/letter8.png	highlightdisk/screenshot_emails/tf_idf_pos/letter8.png		
highlightdisk/screenshot_emails/tf_idf_pos/letter8.png	highlightdisk/screenshot_emails/tf_idf_pos_share_04/letter8.png		
highlightdisk/screenshot_emails/tf_idf_pos_share_04/letter9.png	highlightdisk/screenshot_emails/tf_idf_pos/letter9.png		
highlightdisk/screenshot_emails/tf_idf_pos/letter9.png	highlightdisk/screenshot_emails/tf_idf_pos_share_04/letter9.png		
highlightdisk/screenshot_emails/random/letter13.png	highlightdisk/screenshot_emails/tf_idf_custom/letter13.png	right	
highlightdisk/screenshot_emails/tf_idf_custom/letter3.png	highlightdisk/screenshot_emails/random/letter3.png	left	
highlightdisk/screenshot_emails/random/letter1.png	highlightdisk/screenshot_emails/tf_idf_pos/letter1.png	right	
highlightdisk/screenshot_emails/tf_idf_embeddings/letter20.png	highlightdisk/screenshot_emails/random/letter20.png	left	
highlightdisk/screenshot_emails/random/letter9.png	highlightdisk/screenshot_emails/tf_idf_custom/letter9.png	right	
highlightdisk/screenshot_emails/tf_idf_embeddings/letter14.png	highlightdisk/screenshot_emails/random/letter14.png	left	
highlightdisk/screenshot_emails/random/letter13.png	highlightdisk/screenshot_emails/tf_idf_pos/letter13.png	right	
highlightdisk/screenshot_emails/random/letter10.png	highlightdisk/screenshot_emails/tf_idf_custom/letter10.png	right	
highlightdisk/screenshot_emails/tf_idf_pos/letter12.png	highlightdisk/screenshot_emails/random/letter12.png	left	
highlightdisk/screenshot_emails/random/letter10.png	highlightdisk/screenshot_emails/tf_idf_pos/letter10.png	right	
